dataset,ID,station,depth,environment,carbon_per_liter,nitrogen_per_liter,temperature,salinity,mcn,dissolved_oxygen,phosphate,total_P,nitrate,nitrite,nitrate_nitrite,ammonium,total_N,chl_a,latitude,longitude,pH,par,doC,tdN,poC,pN,year,month,day,insolation,diC,date
baltic,P20310_156,263628,1 m,seawater,,,7.833333333,23.1,2.193841005,6.566666667,0.13,0.545,0.273333333,0.03,0.29,0.306666667,16.3,2.633333333,58.25833,11.44167,,,,,,,,,,,,
baltic,P20310_157,263903,1 m,seawater,,,17.80333333,22.54,1.944937101,5.933333333,0.066666667,0.536666667,0.1,0.02,0.1,0.2,14.73333333,0.8,56.93997,12.21195,,,,,,,,,,,,
baltic,P20310_158,263732,1 m,seawater,,,4.076666667,6.86,1.806308675,8.6,0.73,1.17,2.943333333,0.076666667,3.02,0.2,21.03333333,0.233333333,58.59378,18.23652,,,,,,,,,,,,
baltic,P20310_159,263730,0-3 cm,seawater,,,5.03,7.44,1.723142424,8.2,0.593333333,0.966666667,2.43,0.08,2.51,0.2,20.9,0.4,57.31232,20.07633,,,,,,,,,,,,
baltic,P20310_160,263728,0-3 cm,seawater,,,5.573333333,7.87,1.669726409,8.3,0.553333333,0.96,2.063333333,0.02,2.083333333,0.2,17.6,1.333333333,55.24987,15.98417,,,,,,,,,,,,
baltic,P20310_161,263979,1 m,seawater,,,3.093333333,7.19,2.127783356,9,0.736666667,1.08,2.853333333,0.116666667,2.97,0.2,20.3,1.266666667,57.11713,17.66857,,,,,,,,,,,,
baltic,P20310_162,263725,1 m,seawater,,,5.92,8.01,2.42169118,8.8,0.366666667,0.696666667,0.1,0.02,0.1,0.2,17.4,1.3,54.9711,14.09873,,,,,,,,,,,,
baltic,P20310_163,263730,1 m,seawater,,,12.29333333,6.7,1.807391599,7.1,0.093333333,0.51,0.1,0.026666667,0.1,0.2,20.4,1.8,57.3122,20.07623,,,,,,,,,,,,
baltic,P20310_164,263729,1 m,seawater,,,14.40333333,7.4,1.84104135,6.8,0.29,0.86,0.1,0.02,0.1,0.2,23.93333333,2.133333333,56.37092,16.20218,,,,,,,,,,,,
baltic,P20310_165,263953,1 m,seawater,,,15.51666667,7.32,1.588290011,6.6,0.143333333,0.536666667,0.1,0.03,0.1,0.2,20.7,2.833333333,55.554,18.39945,,,,,,,,,,,,
baltic,P20310_166,263903,1 m,seawater,,,16.76,15.82,1.944762459,6.6,0.073333333,0.446666667,0.1,0.02,0.1,0.2,17.7,1.066666667,56.94017,12.21175,,,,,,,,,,,,
baltic,P20310_167,263979,1 m,seawater,,,16.63,6.66,1.647951934,7.433333333,0.1,0.653333333,0.1,0.02,0.1,0.2,26.56666667,3.3,57.1171,17.6686,,,,,,,,,,,,
baltic,P20310_168,264876,1 m,seawater,,,12.83,23.83,2.001934847,6.333333333,0.153333333,0.613333333,0.1,0.02,0.1,0.2,14.5,1.2,56.66862,12.11122,,,,,,,,,,,,
baltic,P20310_169,263979,1 m,seawater,,,7.08,6.98,2.190451382,8.9,0.363333333,0.733333333,0.1,0.02,0.1,0.213333333,18.9,1.2,57.11753,17.66875,,,,,,,,,,,,
baltic,P20310_170,263725,1 m,seawater,,,12.81333333,8.37,1.741429316,7.1,0.23,0.786666667,0.1,0.02,0.1,0.2,20.03333333,3.333333333,54.97118,14.0988,,,,,,,,,,,,
baltic,P20310_171,263628,1 m,seawater,,,3.566666667,24.63,2.232089229,NA,0.35,0.773333333,9.606666667,0.14,9.746666667,1.046666667,23.83333333,0.566666667,58.25983,11.43567,,,,,,,,,,,,
baltic,P20310_172,264876,1 m,seawater,,,4.44,23.89,2.414980449,7.833333333,0.126666667,0.523333333,0.696666667,0.08,0.776666667,0.2,15.96666667,2.066666667,56.66832,12.11,,,,,,,,,,,,
baltic,P20310_173,263728,1 m,seawater,,,17.86666667,7.68,1.704018529,6.766666667,0.15,0.643333333,0.1,0.02,0.1,0.2,21.36666667,2.866666667,55.25002,15.98418,,,,,,,,,,,,
baltic,P20310_174,264194,1 m,seawater,,,4.4,31.82,2.098266754,7.433333333,0.373333333,0.763333333,4.256666667,0.1,4.356666667,0.2,13.76666667,0.833333333,58.28437,10.50437,,,,,,,,,,,,
baltic,P20310_175,263730,1 m,seawater,,,14.87333333,6.85,1.620844593,6.7,0.11,0.546666667,0.1,0.05,0.1,0.206666667,21.36666667,2.966666667,57.3121,20.0761,,,,,,,,,,,,
baltic,P20310_176,264194,1 m,seawater,,,8.333333333,32.33,1.907078157,NA,0.366666667,NA,3.093333333,0.07,3.163333333,0.2,NA,0.633333333,58.28422,10.50448,,,,,,,,,,,,
baltic,P20310_177,264876,1 m,seawater,,,3.423333333,21.69,2.421348874,8.666666667,0.14,0.696666667,0.1,0.02,0.1,0.2,15.06666667,7.766666667,56.66863,12.11118,,,,,,,,,,,,
baltic,P20310_178,263903,1 m,seawater,,,4.376666667,22.77,2.400925955,7.866666667,0.13,0.576666667,1.62,0.083333333,1.703333333,0.213333333,17.46666667,1.466666667,56.94012,12.21203,,,,,,,,,,,,
baltic,P20310_179,263628,1 m,seawater,,,8.473333333,27.14,2.089989537,NA,0.44,0.66,4.036666667,0.113333333,4.15,1.066666667,17.16666667,0.3,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_180,263729,1 m,seawater,,,2.81,7.1,2.327891544,9.5,0.36,0.936666667,0.1,0.03,0.1,0.2,21.33333333,7,56.37073,16.20217,,,,,,,,,,,,
baltic,P20310_181,263728,1 m,seawater,,,7.46,7.5,2.276293776,8.666666667,0.37,0.683333333,0.1,0.02,0.1,0.2,19.03333333,1.266666667,55.25002,15.98423,,,,,,,,,,,,
baltic,P20310_182,263628,1 m,seawater,,,6.566666667,28.97,2.119886847,NA,0.523333333,0.806666667,5.943333333,0.196666667,6.14,0.833333333,17.66666667,0.4,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_183,263732,0-3 cm,seawater,,,7.14,6.75,1.779767253,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.59477,18.23662,,,,,,,,,,,,
baltic,P20310_184,264876,0-3 cm,seawater,,,5.283333333,25.67,2.136112663,NA,0.473333333,0.86,4.603333333,0.156666667,4.76,0.2,17.7,3.533333333,56.6685,12.11065,,,,,,,,,,,,
baltic,P20310_185,264194,1 m,seawater,,,9.016666667,29.15,2.323807402,7.033333333,0.05,0.48,0.1,0.02,0.1,0.2,10.9,0.966666667,58.28432,10.50433,,,,,,,,,,,,
baltic,P20310_186,263745,1 m,seawater,,,5.09,7.21,1.877376359,NA,0.6,0.876666667,4.27,0.09,4.36,0.2,21.83333333,0.333333333,58.88248,20.32897,,,,,,,,,,,,
baltic,P20310_187,263953,1 m,seawater,,,4.31,7.53,2.13792661,9.2,0.5,0.896666667,0.623333333,0.02,0.623333333,0.2,21.6,4.4,55.55533,18.40002,,,,,,,,,,,,
baltic,P20310_188,264876,1 m,seawater,,,17.05666667,20.47,1.981247544,6,0.073333333,0.453333333,0.1,0.02,0.1,0.2,14.56666667,0.766666667,56.66877,12.11105,,,,,,,,,,,,
baltic,P20310_189,263730,1 m,seawater,,,6.573333333,7.3,2.343440838,9.2,0.28,0.65,0.1,0.02,0.1,0.246666667,19.1,1.2,57.31218,20.07625,,,,,,,,,,,,
baltic,P20310_190,264876,1 m,seawater,,,6.833333333,23.25,2.037735934,NA,0.42,0.756666667,2.446666667,0.13,2.576666667,0.49,15.9,2.533333333,56.6688,12.11127,,,,,,,,,,,,
baltic,P20310_191,263903,0-3 cm,seawater,,,5.4,24.77,2.141463201,NA,0.54,0.9,6.04,0.276666667,6.316666667,0.2,18.93333333,1.966666667,56.94068,12.2115,,,,,,,,,,,,
baltic,P20310_192,264876,0-3 cm,seawater,,,17.4,21.49,1.885813758,6.1,0.063333333,0.486666667,0.1,0.02,0.1,0.2,14.76666667,0.633333333,56.66862,12.11143,,,,,,,,,,,,
baltic,P20310_193,263628,1 m,seawater,,,17.69333333,25.32,1.976800425,5.566666667,0.063333333,0.47,0.1,0.03,0.116666667,0.2,14.46666667,0.933333333,58.25,11.43333,,,,,,,,,,,,
baltic,P20310_194,263732,1 m,seawater,,,2.036666667,6.73,1.959856882,9.333333333,0.743333333,1.033333333,3.773333333,0.103333333,3.876666667,0.2,21.53333333,1,58.59365,18.23637,,,,,,,,,,,,
baltic,P20310_201,263729,1 m,seawater,,,1.873333333,7.12,1.984235617,9.566666667,0.596666667,0.986666667,3.12,0.41,3.53,0.2,22.53333333,4.466666667,56.36683,16.20067,,,,,,,,,,,,
baltic,P20310_202,263903,1 m,seawater,,,16.12,26.63,2.189483458,5.933333333,0.1,0.553333333,0.1,0.02,0.1,0.2,14.06666667,2.866666667,56.93993,12.21303,,,,,,,,,,,,
baltic,P20310_203,263903,1 m,seawater,,,12.03666667,21.36,1.978979848,6.5,0.156666667,0.623333333,0.446666667,0.036666667,0.473333333,0.2,15.53333333,1.833333333,56.94,12.21203,,,,,,,,,,,,
baltic,P20310_204,264876,1 m,seawater,,,3.476666667,21.81,2.426423638,8.5,0.136666667,0.73,0.336666667,0.036666667,0.353333333,0.2,14.16666667,3.9,56.6685,12.11105,,,,,,,,,,,,
baltic,P20310_205,263728,0-3 cm,seawater,,,4.756666667,7.63,2.408898635,9.3,0.373333333,0.806666667,0.1,0.02,0.1,0.2,19.63333333,4.633333333,55.24993,15.9837,,,,,,,,,,,,
baltic,P20310_206,263725,0-3 cm,seawater,,,18.82,7.72,1.625475314,6.4,0.083333333,0.66,0.1,0.02,0.1,0.2,22.3,2.933333333,54.97117,14.09883,,,,,,,,,,,,
baltic,P20310_207,264876,1 m,seawater,,,6.493333333,16.44,2.56847173,7.9,0.156666667,0.54,0.116666667,0.023333333,0.126666667,0.2,16.83333333,0.966666667,56.6708,12.1086,,,,,,,,,,,,
baltic,P20310_208,263979,1 m,seawater,,,17.85666667,6.75,1.56828017,6.666666667,0.07,0.533333333,0.1,0.02,0.1,0.2,22.76666667,2.466666667,57.11715,17.6688,,,,,,,,,,,,
baltic,P20310_209,263953,1 m,seawater,,,NA,NA,2.571504734,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56077,18.39718,,,,,,,,,,,,
baltic,P20310_210,264876,1 m,seawater,,,18.22333333,18.3,1.962694599,6,0.043333333,0.476666667,0.1,0.02,0.1,0.2,15.43333333,0.533333333,56.6687,12.11113,,,,,,,,,,,,
baltic,P20310_211,263730,2 m,seawater,,,10.27333333,7.19,1.635224598,7.3,0.23,0.573333333,0.77,0.35,1.12,0.2,20.46666667,2,57.31222,20.07617,,,,,,,,,,,,
baltic,P20310_212,263728,2 m,seawater,,,5.69,7.76,1.770781216,NA,0.633333333,1.026666667,2.856666667,0.083333333,2.94,0.2,18.8,0.8,55.25042,15.98375,,,,,,,,,,,,
baltic,P20310_213,263628,2 m,seawater,,,5.91,27.19,2.079473992,NA,0.536666667,0.853333333,9.043333333,0.206666667,9.25,0.64,21.03333333,0.6,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_214,263628,2 m,seawater,,,19.16,24.56,2.054822234,5.7,0.063333333,0.443333333,0.1,0.02,0.1,0.2,13.13333333,1.066666667,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_215,263745,2 m,seawater,,,7.39,7,1.751065792,NA,0.473333333,0.87,3.736666667,0.096666667,3.833333333,0.2,27.06666667,0.433333333,58.88198,20.32732,,,,,,,,,,,,
baltic,P20310_216,263725,2 m,seawater,,,5.39,8.93,1.759296399,NA,0.53,0.9,2.07,0.363333333,2.433333333,0.2,22.16666667,2.366666667,54.97225,14.0985,,,,,,,,,,,,
baltic,P20310_217,263903,2 m,seawater,,,17.38,21.15,1.956962921,6.166666667,0.063333333,0.546666667,0.1,0.02,0.1,0.2,14.73333333,0.466666667,56.93988,12.21193,,,,,,,,,,,,
baltic,P20310_218,263953,2 m,seawater,,,19.11,7.33,1.638234934,6.3,0.066666667,0.513333333,0.1,0.02,0.1,0.2,20.76666667,1.533333333,55.55528,18.40013,,,,,,,,,,,,
baltic,P20310_219,263628,2 m,seawater,,,11.46,26.81,2.289869745,6.466666667,0.093333333,0.54,0.11,0.043333333,0.13,0.213333333,13.7,NA,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_220,263725,2 m,seawater,,,4.706666667,8.73,1.72006088,8.5,0.573333333,1.083333333,2.126666667,0.11,2.236666667,0.2,20.53333333,2.133333333,54.9712,14.09897,,,,,,,,,,,,
baltic,P20310_221,263628,2 m,seawater,,,6.256666667,26.72,2.511587651,8.033333333,0.146666667,0.475,0.933333333,0.053333333,0.986666667,0.546666667,13.8,1.366666667,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_222,264876,2 m,seawater,,,4.36,22.77,2.417863675,7.9,0.113333333,0.573333333,0.193333333,0.03,0.223333333,0.2,17,1.633333333,56.66867,12.11163,,,,,,,,,,,,
baltic,P20310_223,264876,2 m,seawater,,,16.36333333,21.97,2.062025269,6.1,0.086666667,0.54,0.1,0.02,0.1,0.2,15.63333333,0.833333333,56.66862,12.11137,,,,,,,,,,,,
baltic,P20310_224,264194,2 m,seawater,,,15.75666667,31.35,1.876715933,6.1,0.043333333,0.31,0.1,0.02,0.1,0.2,9.6,0.3,58.28433,10.50437,,,,,,,,,,,,
baltic,P20310_225,263728,2 m,seawater,,,6.36,7.63,1.698434051,NA,0.61,0.876666667,2.516666667,0.043333333,2.56,0.2,21.7,0.9,55.25,15.98527,,,,,,,,,,,,
baltic,P20310_226,263628,2 m,seawater,,,10.86333333,27.94,2.054112357,6.133333333,0.273333333,0.65,1.986666667,0.293333333,2.28,0.97,16.26666667,1.033333333,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_227,263979,2 m,seawater,,,4.576666667,7.2,2.029068702,NA,0.74,1.063333333,3.45,0.046666667,3.496666667,0.2,20.9,0.4,57.11612,17.6671,,,,,,,,,,,,
baltic,P20310_228,263730,2 m,seawater,,,3.956666667,7.46,2.223784916,9.3,0.526666667,0.94,1.013333333,0.07,1.083333333,0.2,23.43333333,3.3,57.31217,20.07618,,,,,,,,,,,,
baltic,P20310_229,264876,2 m,seawater,,,6.326666667,17.71,2.549081517,8,0.14,0.533333333,0.266666667,0.036666667,0.29,0.2,15.76666667,1.533333333,56.669,12.11037,,,,,,,,,,,,
baltic,P20310_230,263725,2 m,seawater,,,9.156666667,8.14,2.105770754,8.1,0.24,0.693333333,0.1,0.02,0.1,0.2,21.36666667,1.3,54.97178,14.10063,,,,,,,,,,,,
baltic,P20310_231,263628,2 m,seawater,,,4.386666667,26.25,2.325645982,7.666666667,0.343333333,0.61,8.943333333,0.21,9.153333333,0.71,22.03333333,1.033333333,58.26,11.43483,,,,,,,,,,,,
baltic,P20310_232,263725,2 m,seawater,,,5.626666667,8.09,1.816008231,NA,0.59,0.95,2.683333333,0.09,2.773333333,0.2,20.4,1.366666667,54.97013,14.09923,,,,,,,,,,,,
baltic,P20310_233,263725,2 m,seawater,,,13.56,7.78,1.891616994,7.5,0.203333333,0.76,0.1,0.02,0.1,0.2,21.23333333,1.133333333,54.97115,14.09882,,,,,,,,,,,,
baltic,P20310_234,263730,2 m,seawater,,,12.30666667,7.09,2.114578139,8.233333333,0.09,0.636666667,0.1,0.02,0.1,0.2,21.56666667,1.85,57.31208,20.0671,,,,,,,,,,,,
baltic,P20310_235,263725,1 m,seawater,,,4.026666667,7.77,2.10666914,8.9,0.52,0.956666667,1.453333333,0.086666667,1.54,0.2,21.96666667,3.633333333,54.97118,14.09888,,,,,,,,,,,,
baltic,P20310_236,263725,1 m,seawater,,,15.9,8.07,1.667370685,6.7,0.17,0.676666667,0.1,0.02,0.1,0.2,21.3,3.333333333,54.97245,14.09815,,,,,,,,,,,,
baltic,P20310_237,263628,1 m,seawater,,,7.403333333,30.06,2.347626589,6.833333333,0.27,0.613333333,2.746666667,0.18,2.926666667,0.266666667,14.6,1.1,58.25833,11.43333,,,,,,,,,,,,
baltic,P20310_238,263953,1 m,seawater,,,5.416666667,7.53,1.638457936,8.2,0.53,1.04,2.236666667,0.126666667,2.363333333,0.2,18.86666667,0.466666667,55.55527,18.39997,,,,,,,,,,,,
baltic,P20310_239,263728,1 m,seawater,,,4.033333333,7.75,2.093621929,8.9,0.49,0.943333333,0.883333333,0.046666667,0.93,0.2,19.23333333,4.6,55.24998,15.98422,,,,,,,,,,,,
baltic,P20310_240,263628,1 m,seawater,,,13.75333333,25.17,2.135463806,6.3,0.053333333,0.433333333,0.1,0.026666667,0.1,0.2,13.6,1.6,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_241,264194,1 m,seawater,,,7.45,32.35,1.919500494,NA,0.46,0.773333333,4.266666667,0.166666667,4.433333333,0.2,12.6,0.6,58.28413,10.5052,,,,,,,,,,,,
baltic,P20310_242,263725,1 m,seawater,,,7.68,8.37,1.778347256,NA,0.47,0.813333333,1.863333333,0.093333333,1.956666667,0.2,20.76666667,2.333333333,54.9714,14.0992,,,,,,,,,,,,
baltic,P20310_243,264194,1 m,seawater,,,6.716666667,33.92,1.996494726,6.8,0.386666667,0.59,4.536666667,0.063333333,4.6,0.2,12.56666667,0.4,58.28427,10.50453,,,,,,,,,,,,
baltic,P20310_244,264876,1 m,seawater,,,9.833333333,18.76,2.18159199,7.3,0.08,0.516666667,0.1,0.02,0.1,0.2,16.06666667,1.133333333,56.66872,12.11117,,,,,,,,,,,,
baltic,P20310_245,263953,1 m,seawater,,,3.686666667,7.47,1.928574858,8.9,0.656666667,0.923333333,2.276666667,0.1,2.376666667,0.2,19.26666667,1.166666667,55.55527,18.40017,,,,,,,,,,,,
baltic,P20310_246,263628,1 m,seawater,,,9.38,27.64,2.669099259,7.366666667,0.056666667,0.71,0.103333333,0.02,0.103333333,0.2,16.56666667,2.533333333,58.26067,11.43567,,,,,,,,,,,,
baltic,P20310_247,264876,0-3 cm,seawater,,,9.923333333,20.05,2.089926923,7.233333333,0.07,0.51,0.1,0.02,0.1,0.2,14.36666667,1,56.66817,12.11108,,,,,,,,,,,,
baltic,P20310_248,263979,0-3 cm,seawater,,,7.123333333,6.69,1.813903878,NA,0.42,0.75,0.7,0.443333333,1.143333333,0.48,20.65,1.333333333,57.1224,17.67,,,,,,,,,,,,
baltic,P20310_249,263732,2 m,seawater,,,18.96,6.13,1.657229119,6.326666667,0.02,0.55,NA,NA,0.02,0.4,26.09333333,3.573333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_250,263732,2 m,seawater,,,9.436666667,6.28,2.323043799,7.846666667,0.11,0.666666667,NA,NA,0.026666667,0.096666667,20.56333333,2.813333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_251,263738,2 m,seawater,,,7.173333333,6.34,1.906825592,7.433333333,0.386666667,0.716666667,NA,NA,1.296666667,0.606666667,21.09,2.296666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_252,263738,2 m,seawater,,,14.44666667,6.33,1.937232848,6.106666667,0.22,0.796666667,NA,NA,0.03,0.06,22.52666667,2.47,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_253,263732,2 m,seawater,,,17.61666667,6.34,1.772680075,6.42,0.043333333,0.543333333,NA,NA,0.02,0.103333333,22.81,2.436666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_254,263732,2 m,seawater,,,5.883333333,6.43,2.311301324,8.84,0.22,0.743333333,NA,NA,0.02,0.076666667,20.28333333,2.576666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_255,263732,2 m,seawater,,,14.9,6.07,2.070034531,6.616666667,0.026666667,0.553333333,NA,NA,0.02,0.083333333,22.20666667,3.763333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_256,263732,2 m,seawater,,,14.05333333,6.58,1.814363529,6.11,0.146666667,0.593333333,NA,NA,0.02,0.063333333,20.71666667,2.18,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_257,263738,2 m,seawater,,,10.08666667,6.62,1.834531616,6.916666667,0.213333333,0.636666667,NA,NA,0.046666667,0.11,20.71666667,2.73,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_258,263738,2 m,seawater,,,1.66,6.7,2.132945441,9.53,0.646666667,0.93,NA,NA,3.173333333,0.08,21.03666667,2.08,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_259,263732,2 m,seawater,,,18.13333333,6.33,1.673322421,6.066666667,0.03,0.576666667,NA,NA,0.02,0.096666667,26.87333333,4.886666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_260,263738,2 m,seawater,,,3.363333333,7.09,2.096415434,8.616666667,0.966666667,1.236666667,NA,NA,6.25,0.08,24.41333333,0.626666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_261,263738,0-3 cm,seawater,,,2.89,6.62,2.492571753,9.41,0.36,0.686666667,NA,NA,0.02,0.076666667,18.58666667,1.683333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_262,263738,0-3 cm,seawater,,,9.16,6.28,2.185737357,8.21,0.15,0.716666667,NA,NA,0.02,0.09,20.48666667,2.04,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_263,263732,2 m,seawater,,,1.876666667,6.63,2.080873668,9.68,0.653333333,0.926666667,NA,NA,3.103333333,0.11,20.90666667,2.233333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_264,263738,2 m,seawater,,,10.60333333,6.34,1.88416378,7.35,0.23,0.676666667,NA,NA,0.02,0.06,19.89,1.386666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_265,263738,2 m,seawater,,,2.696666667,6.65,2.369868291,9.793333333,0.39,0.83,NA,NA,0.03,0.076666667,19.76,4.686666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_266,263738,2 m,seawater,,,13.38666667,6.28,2.091919588,7.456666667,0.146666667,0.69,NA,NA,0.023333333,0.173333333,21.03666667,2.676666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_267,263738,0-3 cm,seawater,,,10.28666667,6.64,1.860345782,6.84,0.45,0.966666667,NA,NA,0.036666667,0.09,21.3,1.73,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_268,263738,0-3 cm,seawater,,,3.186666667,6.41,2.425304232,9.816666667,0.303333333,0.716666667,NA,NA,0.02,0.06,18.70666667,1.19,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_269,263732,2 m,seawater,,,3.976666667,6.22,2.6388247,9.533333333,0.276666667,0.76,NA,NA,0.02,0.14,19.48333333,2.543333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_270,263738,2 m,seawater,,,5.383333333,6.4,1.900687909,7.853333333,0.583333333,0.85,NA,NA,3.723333333,0.813333333,22.26666667,0.603333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_271,263738,2 m,seawater,,,13.54333333,6.28,1.927339514,6.573333333,0.17,0.646666667,NA,NA,0.03,0.1,19.97333333,1.773333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_272,265221,2 m,seawater,,,18.85666667,5.88,1.743930585,5.83,0.156666667,0.77,NA,NA,0.473333333,1.493333333,27.99333333,2.173333333,58.98367,17.72433,,,,,,,,,,,,
baltic,P20310_273,263732,2 m,seawater,,,2.503333333,6.51,2.438049787,9.856666667,0.416666667,0.786666667,NA,NA,0.17,0.106666667,18.99,3.463333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_274,265221,2 m,seawater,,,18.50666667,5.89,1.698320521,5.453333333,0.163333333,0.833333333,NA,NA,0.23,0.783333333,26.19666667,4.253333333,58.98367,17.72433,,,,,,,,,,,,
baltic,P20310_275,263732,0-3 cm,seawater,,,12.03,6.72,1.817210277,6.68,0.136666667,0.56,NA,NA,0.02,0.07,20.20666667,2.036666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_276,263732,0-3 cm,seawater,,,15.23333333,6.37,1.807320354,7.476666667,0.023333333,0.55,NA,NA,0.02,0.096666667,25.37666667,3.92,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_277,263738,2 m,seawater,,,5.68,6.31,2.157557361,8.536666667,0.26,0.676666667,NA,NA,0.02,0.083333333,18.55333333,1.623333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_278,263732,2 m,seawater,,,3.02,6.57,2.68424541,10.14333333,0.353333333,0.77,NA,NA,0.02,0.146666667,19.39666667,2.86,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_279,263738,2 m,seawater,,,19.64333333,5.93,1.728342084,6.876666667,0.033333333,0.696666667,NA,NA,0.883333333,0.09,28.24,5.133333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_280,263738,2 m,seawater,,,4.263333333,6.35,2.333915321,9.406666667,0.28,0.676666667,NA,NA,0.02,0.063333333,18.31,1.063333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_281,263738,2 m,seawater,,,15.12666667,6.24,1.893313751,5.823333333,0.206666667,0.81,NA,NA,0.186666667,0.07,23.07666667,2.23,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_282,263732,2 m,seawater,,,11.44333333,6.55,1.701153913,6.74,0.086666667,0.473333333,NA,NA,0.023333333,0.086666667,19.93666667,2.573333333,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_283,263732,2 m,seawater,,,12.6,6.27,2.262914726,8.315,0.033333333,0.57,NA,NA,0.02,0.073333333,21.28,4.01,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_284,263738,2 m,seawater,,,14.33666667,6,1.902354197,6.816666667,0.036666667,0.653333333,NA,NA,0.02,0.08,25.02333333,4.403333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_285,263732,2 m,seawater,,,2.246666667,6.37,2.40051444,10.00666667,0.383333333,0.93,NA,NA,0.026666667,0.113333333,20.67,6.176666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_286,263738,2 m,seawater,,,10.14666667,6.47,1.903252715,6.763333333,0.296666667,0.64,NA,NA,0.38,0.793333333,20.67666667,1.696666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_287,263738,2 m,seawater,,,4.043333333,7.09,2.131653997,8.44,0.983333333,1.17,NA,NA,5.933333333,0.09,23.30333333,0.5,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_288,263738,2 m,seawater,,,2.13,6.68,2.256748315,9.52,0.533333333,0.903333333,NA,NA,1.796666667,0.086666667,20.59333333,3.073333333,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_289,263732,0-3 cm,seawater,,,2.86,6.59,2.805828828,9.313333333,0.353333333,0.723333333,NA,NA,0.03,0.123333333,18.75666667,2.566666667,58.58333,18.23333,,,,,,,,,,,,
baltic,P20310_290,263738,0-3 cm,seawater,,,18.34333333,5.99,1.66802251,5.583333333,0.126666667,0.713333333,NA,NA,0.643333333,1.543333333,26.83,3.126666667,58.80333,17.62367,,,,,,,,,,,,
baltic,P20310_291,NA,2 m,seawater,,,NA,NA,2.37137573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,
baltic,P20310_292,NA,2 m,seawater,,,NA,NA,2.277571947,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,
baltic,P20310_293,263629,2 m,seawater,,,1.744333333,5.2,1.636483028,8.536666667,0.596666667,0.773333333,5.133333333,0.1,NA,0.143333333,18.90666667,NA,63.525,19.80933,,,,,,,,,,,,
baltic,P20310_294,200698,2 m,seawater,,,0.366,2.86,1.562448757,NA,0.09,0.2,5.756666667,0.05,NA,0.06,18.56666667,NA,64.70883,22.06983,,,,,,,,,,,,
baltic,P20310_301,263903,2 m,seawater,,,10.29,20.16,2.176537708,7.233333333,0.07,0.47,0.1,0.02,0.1,0.2,13.9,0.866666667,56.93998,12.21227,,,,,,,,,,,,
